"pagenum","state","name","county","storet_code","lake_type","drainage_area","surface_area","mean_depth","total_inflow","retention_time","alkalinity","conductivity","sechhi","tp","po4","tin","tn","p_pnt_source_muni","p_pnt_source_industrial","p_pnt_source_septic","p_nonpnt_source","p_total","n_pnt_source_muni","n_pnt_source_industrial","n_pnt_source_septic","n_nonpnt_source","n_total","p_total_out","p_percent_retention","p_surface_area_loading","n_total_out","n_percent_retention","n_surface_area_loading"
"244","TENNESSEE","CHICKAMAUGA RESERVOIR","HAMILTON RHEA MEIGS MCMINN","4708",NA,"53846.1","143.25","5.4","924.8","11","59","160","0.9","0.031","0.012","0.44","0.6","60155",NA,"45","1246155","1306355","176255",NA,"1790","46174325","46352370","1101375","16","9.12","26652990","42","323.6"
"246","TENNESSEE","FT LOUDON RESERVOIR","LOUDON KNOX BLOUNT","4712",NA,"24734.5","59.09","7.6","362.3","15","66","210","0.9","0.054","0.025","0.55","0.96","402170",NA,"170","599265","1001625","1027700",NA,"6335","12924345","13956360","746450","25","16.95","17124690",NA,"236.2"
"248","TENNESSEE","NICKAJACK RESERVOIR","MARION HAMILTON","4717",NA,"56643.3","41.97","7.1","957.05","4","57","162","1","0.051","0.025","0.495","0.725","378470",NA,"60","1357255","1735785","1078890",NA,"2335","22496415","23577640","1554460","10","41.36","23668705",NA,"561.8"
"250","TENNESSEE","VATTS BAR RESERVOIR","CUMBERLAND LOUDON MEIGS RHEA ROANE","4722",NA,"44832.9","157.82","7.9","741.05","23","66","169","1","0.032","0.012","0.51","0.74","74930",NA,"75","1235225","1310230","255640",NA,"3370","21184645","21443655",NA,"1018950","22","20612910","4","135.9"
"252","TENNESSEE",NA,"SEVIER JEFFERSON COCKE","4711",NA,"11766.4","123.03","14.1","191.7","116","46","168","1.5","0.026","0.014","0.44","0.7","12870",NA,"75","669425","682370","33890",NA,"2825","9089940","9126655","286690","58","5.55","7702060","16","74.2"
"253","TENNESSEE","GREAT FALLS LAKE","HHITE VAN BUREN",NA,NA,NA,NA,"5",NA,"9","73","165",NA,"0.02","0.007",NA,"0.72","20310",NA,"20","120255",NA,"60910",NA,"780","2412600",NA,NA,NA,"11.36","1862355","25","199.9"
"254","TENNESSEE","REELFOOT LAKE","OBION","4727","NATURAL","567.8","36.42","1.4","6.4",NA,"91","200","0.6","0.233","0.059","0.17","2.17",NA,"61600","75","55610","117285",NA,"201215","2845","272380","476440",NA,NA,"3.22",NA,"600","13.1"
"255","TENNESSEE","TIMS FORD RESERVOIR","FRANKLIN MOORE","4724",NA,"1370.1","42.9","15.2","24.2","379","61","135","2.6","0.021","0.009","0.445","0.695","29730",NA,"20","24900","54650","101150",NA,"815","835210","937175","33785","38","1.27","617800","34","21.8"
"256","TENNESSEE","MOODS RESERVOIR","FRANKLIN COFFEE","4723",NA,NA,"631.2","16.11","5.7","12.43","69","150","1.3","0.017","0.005","0.32","0.71","4965",NA,"5","11390","16360","14390",NA,"170","563490","573550","12765","22","1.02","463930","20","35.9"
"257","VIRGINIA","LAKE CHESDIN","AMELIA CHESTERFIELD DINHIDDIE","5111",NA,"3457.6","12.95",NA,NA,NA,"34",NA,"85","0.9",NA,NA,"0.044","7480",NA,NA,"42905",NA,"15015",NA,"65","604150","619230","47240","6","3.89","888095",NA,"47.8"
"258","VIRGINIA","CHICKAHOHINY LAKE","NEH RENT CHARLES","5112",NA,"774.4","6.07","4.9","6.1","44","16","75","1.1","0.066","0.017","0.125","0.715","6825",NA,"20","12625","19470","17380",NA,"700","211500","229660","15325","21","3.21","227575",NA,"37.8"
"260","VIRGINIA","JOHN H KERR RES","HALIFAX MECKLENBURGo VA, GRANVILLE VANCE NARREN","5106",NA,"20150.2","198.25","10.7","197.8","124","33","101","1","0.044","0.009","0.29","0.55","275270",NA,"135","546445","821850","753310",NA,"5075","7269635","8028020","152430","81","4.15","6721510","16","40.5"
"261","VIRGINIA","JOHN M ELANNAGAN RES U","COUNIY",NA,NA,"572.4",NA,"4.63",NA,NA,"20","232","2.1",NA,"0.011","0.004",NA,"3075",NA,NA,NA,"8375","8730",NA,NA,"290650","299380","3400","70","2.47","311675",NA,"64.7"
"262","VIRGINIA","OCCOOUAN RESERVOIR","FAIRFAx","5108",NA,"1533.3","6.88","4.9","14.5","27","33","109","1","0.098","0.037","0.525","1.105","23665",NA,"5","70040","93710","106990",NA,"190","646775","753955","36005","62","13.62","696985","8","109.6"
"263","VIRGINIA","RIVANNA RESERVOIR","ALHERMARLE","5113",NA,"673.4","1.32",NA,"6.1","7.3",NA,"54","1","0.079","0.022","0.475","0.775","230","1725",NA,"19570","21525","295","6535",NA,"255300","262130","13945","35","11.33","276455",NA,"144"
"264","VIRGINIA",NA,"BEDFORD FRANKLIN PITTSYLVANIA","5110",NA,"2652.9","80.94","35.1","28.3","3.2","68","160","2","0.016","0.005","0.41","0.735","87105","5475","75","69510","162165","454765","33215","2730","1029335","1520045",NA,"94","2","661230","56","18.8"
"266","WEST VIRGINIA","LAKE LYNN","MONONGALIA","5402",NA,"3654.5","7","12.8","86.4","12",NA,"117","2.5","0.006","0.003","0.49","0.71","85",NA,"35","60455","60575",NA,NA,"1375","2159975","2161745",NA,NA,NA,"2061655",NA,"308.8"
"267","WEST VIRGINIA","SUMMERSVILLE RESERVOIR","NICHOLAS","5403",NA,"2082.4",NA,NA,NA,"21","10",NA,NA,"50","3.5","0.011",NA,"4440",NA,NA,NA,NA,"14410",NA,NA,"1379480","1393890",NA,"10",NA,"1414220",NA,"126.5"
"268","WEST VIRGINIA","TYGART RESERVOIR","3AR30UR TAYLOR","5404",NA,"3537.9","7.03","17.4","73.2","20","10","32","3.1","0.006","0.005","0.43","0.64","5330",NA,"15","42750","43095","15935",NA,"650","1401020","1417655","43935","9","6.79","1507515",NA,"200.2"
